"Day","moduleColor","GO_term","GO_ID","ontology","pvalue","Gene_count","Transcript_ID","geneSymbol","Protein_name"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022478739.1","LOC111131290"," cholesterol 25-hydroxylase-like protein 1, member 2"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022474365.1","LOC111128627"," cholesterol 25-hydroxylase-like protein 1, member 2"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022468543.1","LOC111125083"," ganglioside GM2 activator-like"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022480914.1","LOC111132953"," pancreatic lipase-related protein 2-like"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022463532.1","LOC111122015"," pancreatic triacylglycerol lipase-like"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022457451.1","LOC111118134"," pancreatic triacylglycerol lipase-like"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022459096.1","LOC111119193"," pancreatic triacylglycerol lipase-like"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022484539.1","LOC111134943"," phosphatidylserine decarboxylase proenzyme, mitochondrial-like"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022448304.1","LOC111111363"," phospholipase B1, membrane-associated-like"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022470559.1","LOC111126142"," uncharacterized"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022487647.1","LOC111136645"," uncharacterized"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022439594.1","LOC111105355"," uncharacterized"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022473914.1","LOC111128341"," uncharacterized"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022438883.1","LOC111104768"," uncharacterized"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022453012.1","LOC111114622"," uncharacterized"
"Day18","blue","lipid metabolic process","GO:0006629","BP",0.00206142089797469,16,"XM_022439588.1","LOC111105348"," uncharacterized"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022457605.1","LOC111118248"," 40S ribosomal protein S12-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022471799.1","LOC111126883"," 40S ribosomal protein S19-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022464259.1","LOC111122453"," 40S ribosomal protein S21-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022442456.1","LOC111107317"," 40S ribosomal protein S23"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022459436.1","LOC111119359"," 40S ribosomal protein S24-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022459437.1","LOC111119359"," 40S ribosomal protein S24-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022477001.1","LOC111130218"," 40S ribosomal protein S6-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022489606.1","LOC111137903"," 60S acidic ribosomal protein P2-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022482338.1","LOC111133720"," 60S ribosomal protein L14-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022468134.1","LOC111124874"," 60S ribosomal protein L19-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022435531.1","LOC111102683"," 60S ribosomal protein L44-like"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022478637.1","LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"Day18","blue","ribosome biogenesis","GO:0042254","BP",0.00278675885241176,13,"XM_022473888.1","LOC111128317"," ubiquitin-like protein FUBI"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022469964.1","LOC111125811"," collagen alpha-1(I) chain-like"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022477735.1","LOC111130577"," mammalian ependymin-related protein 1-like"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022474110.1","LOC111128496"," mammalian ependymin-related protein 1-like"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022477736.1","LOC111130577"," mammalian ependymin-related protein 1-like"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022459815.1","LOC111119557"," mammalian ependymin-related protein 1-like"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022464383.1","LOC111122591"," uncharacterized"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022482725.1","LOC111133981"," uncharacterized"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022450108.1","LOC111112574"," uncharacterized"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022463076.1","LOC111121706"," uncharacterized"
"Day18","blue","cell adhesion","GO:0007155","BP",0.00321989973440424,10,"XM_022449349.1","LOC111112049"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022482580.1","LOC111133872"," agmatinase, mitochondrial-like"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022488655.1","LOC111137264"," chondroitin proteoglycan-2-like"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022459765.1","LOC111119533"," disabled homolog 1-like"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022480261.1","LOC111132450"," troponin T-like"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022488951.1","LOC111137486"," tubulin beta chain"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022468511.1","LOC111125059"," tubulin beta chain-like"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022472614.1","LOC111127438"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022445716.1","LOC111109548"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022441055.1","LOC111106396"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022447161.1","LOC111110597"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022471530.1","LOC111126707"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022442828.1","LOC111107567"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022465341.1","LOC111123179"," uncharacterized"
"Day18","blue","biological_process","GO:0008150","BP",0.036086650334185,14,"XM_022440819.1","LOC111106232"," uncharacterized"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022487208.1","LOC111136389"," amyloid beta A4 protein-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022476957.1","LOC111130190"," antistasin-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022474430.1","LOC111128673"," antistasin-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022454290.1","LOC111115527"," antistasin-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022478810.1","LOC111131338"," boophilin-H2-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022439010.1","LOC111104848"," cystatin-A-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022438778.1","LOC111104696"," cystatin-A-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022478788.1","LOC111131316"," cysteine proteinase inhibitor 8-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022478691.1","LOC111131257"," cysteine proteinase inhibitor 8-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022442719.1","LOC111107495"," elastin-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022442725.1","LOC111107500"," elastin-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022445794.1","LOC111109602"," elastin-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022468543.1","LOC111125083"," ganglioside GM2 activator-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022453596.1","LOC111115021"," kappaPI-actitoxin-Avd3e-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022456552.1","LOC111117426"," kunitz-type serine protease inhibitor bitisilin-3-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022464051.1","LOC111122330"," kunitz-type serine protease inhibitor BmKTT-2-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022454161.1","LOC111115429"," kunitz-type serine protease inhibitor textilinin-2-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022467480.1","LOC111124539"," kunitz-type U19-barytoxin-Tl1a-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022440677.1","LOC111106132"," metalloproteinase inhibitor 3-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022449986.1","LOC111112478"," mucin-5AC-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022464064.1","LOC111122337"," scuwaprin-a-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022463767.1","LOC111122164"," serine/threonine-protein kinase STK11-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022453588.1","LOC111115014"," U-actitoxin-Avd3h-like"
"Day18","blue","enzyme regulator activity","GO:0030234","MF",5.99211989554426e-06,24,"XM_022473914.1","LOC111128341"," uncharacterized"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022489627.1","LOC111137926"," anti-sigma-I factor RsgI6-like"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022489626.1","LOC111137925"," anti-sigma-I factor RsgI6-like"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022461046.1","LOC111120322"," chitotriosidase-1-like"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022482782.1","LOC111134018"," endoglucanase 14-like"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022451104.1","LOC111113117"," lysozyme 1-like"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022451106.1","LOC111113119"," lysozyme 1-like"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022488230.1","LOC111137008"," lysozyme 2"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022433002.1","LOC111100849"," lysozyme 3"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022446722.1","LOC111110293"," lysozyme 3-like"
"Day18","blue","hydrolase activity, acting on glycosyl bonds","GO:0016798","MF",2.47487171294411e-05,10,"XM_022467246.1","LOC111124394"," trehalase-like"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.000146194254266778,7,"XM_022454601.1","LOC111115748"," clathrin light chain B-like"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.000146194254266778,7,"XM_022469964.1","LOC111125811"," collagen alpha-1(I) chain-like"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.000146194254266778,7,"XM_022467826.1","LOC111124702"," collagen alpha-1(I) chain-like"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.000146194254266778,7,"XM_022490512.1","LOC111138500"," fibrillin-1-like"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.000146194254266778,7,"XM_022455706.1","LOC111116714"," fibrillin-1-like"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.000146194254266778,7,"XM_022488951.1","LOC111137486"," tubulin beta chain"
"Day18","blue","structural molecule activity","GO:0005198","MF",0.000146194254266778,7,"XM_022468511.1","LOC111125059"," tubulin beta chain-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022457605.1","LOC111118248"," 40S ribosomal protein S12-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022471799.1","LOC111126883"," 40S ribosomal protein S19-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022464259.1","LOC111122453"," 40S ribosomal protein S21-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022442456.1","LOC111107317"," 40S ribosomal protein S23"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022459437.1","LOC111119359"," 40S ribosomal protein S24-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022459436.1","LOC111119359"," 40S ribosomal protein S24-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022477001.1","LOC111130218"," 40S ribosomal protein S6-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022489606.1","LOC111137903"," 60S acidic ribosomal protein P2-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022482338.1","LOC111133720"," 60S ribosomal protein L14-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022468134.1","LOC111124874"," 60S ribosomal protein L19-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022435531.1","LOC111102683"," 60S ribosomal protein L44-like"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022478637.1","LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"Day18","blue","structural constituent of ribosome","GO:0003735","MF",0.000370879003141732,13,"XM_022473888.1","LOC111128317"," ubiquitin-like protein FUBI"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022432807.1","LOC111100724"," amine oxidase [flavin-containing] B-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022481031.1","LOC111133008"," carbonyl reductase [NADPH] 1-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022483138.1","LOC111134249"," catalase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022478739.1","LOC111131290"," cholesterol 25-hydroxylase-like protein 1, member 2"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022474365.1","LOC111128627"," cholesterol 25-hydroxylase-like protein 1, member 2"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022458163.1","LOC111118611"," cytochrome b-c1 complex subunit 6, mitochondrial-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022466146.1","LOC111123658"," cytochrome b-c1 complex subunit 8-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022477667.1","LOC111130521"," cytochrome c oxidase subunit 5A, mitochondrial-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022480579.1","LOC111132762"," cytochrome c oxidase subunit 6A2, mitochondrial-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022462413.1","LOC111121239"," cytochrome P450 4V2-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022481882.1","LOC111133449"," D-aspartate oxidase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022456701.1","LOC111117553"," DBH-like monooxygenase protein 1"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022478706.1","LOC111131268"," glutaredoxin-1-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022461355.1","LOC111120554"," glutathione peroxidase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022461562.1","LOC111120666"," glutathione peroxidase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022472782.1","LOC111127562"," inositol oxygenase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022458897.1","LOC111119079"," L-threonine 3-dehydrogenase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022438161.1","LOC111104295"," monomeric sarcosine oxidase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022490030.1","LOC111138180"," NADH-ubiquinone oxidoreductase subunit 8-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022462820.1","LOC111121515"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022464110.1","LOC111122364"," peroxidasin-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022472722.1","LOC111127513"," peroxiredoxin-6-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022459248.1","LOC111119253"," protein FAM13A-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022468985.1","LOC111125329"," senecionine N-oxygenase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022437764.1","LOC111104054"," sorbitol dehydrogenase-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022486930.1","LOC111136225"," tyrosinase-like protein 1"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022455688.1","LOC111116698"," uncharacterized"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022435482.1","LOC111102659"," uncharacterized"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022470941.1","LOC111126371"," uncharacterized oxidoreductase TM_0325-like"
"Day18","blue","oxidoreductase activity","GO:0016491","MF",0.00054619872312704,30,"XM_022451657.1","LOC111113405"," uncharacterized oxidoreductase YajO-like"
"Day18","blue","peptidase activity","GO:0008233","MF",0.0213151906649139,17,"XM_022455465.1","LOC111116469"," carboxypeptidase A1-like"
"Day18","blue","peptidase activity","GO:0008233","MF",0.0213151906649139,17,"XM_022484544.1","LOC111134946"," carboxypeptidase B-like"
"Day18","blue","peptidase activity","GO:0008233","MF",0.0213151906649139,17,"XM_022489329.1","LOC111137716"," carboxypeptidase B-like"
"Day18","blue","peptidase activity","GO:0008233","MF",0.0213151906649139,17,"XM_022448615.1","LOC111111564"," cathepsin B-like"
"Day18","blue","peptidase activity","GO:0008233","MF",0.0213151906649139,17,"XM_022489857.1","LOC111138065"," cathepsin L-like"
"Day18","blue","peptidase activity","GO:0008233","MF",0.0213151906649139,17,"XM_022450959.1","LOC111113029"," cathepsin L1-like"
"Day18","blue","peptidase activity","GO:0008233","MF",0.0213151906649139,17,"XM_022473649.1","LOC111128175"," methionine aminopeptidase 1D, mitochondrial-like"
